3990	0.0514	-0.9064	-0.4193
3990	0.8675	-0.0719	-0.4922
3995	0.2266	-0.9169	-0.3285
3995	-0.8925	-0.4502	-0.0285
3995	-0.3288	0.9159	-0.2304
3995	-0.9571	0.0801	-0.2786
3995	0.1714	0.9354	-0.3093
3995	0.9024	0.3987	-0.1637
3995	0.8180	-0.5428	-0.1904
4000	0.4693	0.8765	0.1072
4000	-0.7546	0.6518	0.0752
4000	-0.9520	0.0698	0.2979
4000	0.9862	0.0129	0.1653
4000	0.4111	-0.9115	0.0168
4000	0.2187	0.9758	-0.0033
4000	0.6522	0.7098	0.2663
4005	0.2183	0.7649	0.6060
4005	0.3975	-0.6690	0.6280
4005	0.7532	0.2475	0.6094
4005	-0.5698	-0.7362	0.3651
4005	0.8180	-0.4578	0.3483
4010	0.2578	-0.5265	0.8102
4010	-0.2436	0.4673	0.8499
4010	0.2743	0.2829	0.9191
4010	-0.2861	-0.6168	0.7333
4010	-0.6268	-0.0211	0.7789
4010	-0.5517	-0.3648	0.7500
4010	-0.3944	0.1425	0.9078
5975	0.1654	-0.2162	-0.9622
5980	-0.5223	-0.1915	-0.8310
5980	-0.4013	0.3601	-0.8422
5980	0.1539	0.4918	-0.8570
5980	0.4354	0.1710	-0.8839
5980	0.0278	-0.2653	-0.9638
5985	0.4109	-0.4296	-0.8041
5985	-0.1181	0.8274	-0.5491
5985	0.5709	0.1748	-0.8022
5985	-0.0126	0.7300	-0.6834
5985	0.1169	-0.7402	-0.6621
5985	-0.7847	-0.0394	-0.6186
5985	-0.5562	0.3924	-0.7326
5990	0.6235	0.6137	-0.4844
5990	-0.5169	-0.6900	-0.5066
5990	-0.8144	-0.4676	-0.3438
5990	0.7635	-0.5488	-0.3404
5990	-0.3559	-0.8811	-0.3114
5990	-0.1772	-0.9619	0.2082
5990	0.8722	0.1569	-0.4633
5995	0.7362	0.6742	0.0589
5995	0.2960	0.9379	-0.1809
5995	0.9204	-0.3908	-0.0064
6000	-0.9653	-0.2041	0.1630
6000	0.0171	0.9647	0.2629
6000	0.4756	-0.8655	0.1574
6000	-0.3370	0.9234	0.1840
6000	-0.7218	-0.6788	0.1352
6000	0.8306	-0.5211	0.1963
6005	0.7618	-0.4239	0.4899
6005	-0.5343	0.7576	0.3749
6005	0.8840	0.1426	0.4451
6005	-0.8260	0.2228	0.5178
6005	0.9590	-0.2042	0.1963
6005	-0.4920	-0.6284	0.6026
6005	0.4014	-0.8413	0.3621
6010	0.0566	0.6614	0.7479
6010	-0.5676	0.3377	0.7509
6010	0.4105	0.4864	0.7713
6015	0.1084	-0.2398	0.9647
